id,isResult,side,h,a,goals,xG,datetime,forecast,result,season,team
5028,True,a,"{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'h': '2', 'a': '1'}","{'h': '1.82211', 'a': '0.584865'}",2014-12-21 14:00:00,"{'w': 0.6727041265235886, 'd': 0.214909622669, 'l': 0.11238624967791218}",l,2014,Genoa
4963,True,h,"{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'id': '107', 'title': 'Atalanta', 'short_title': 'ATA'}","{'h': '2', 'a': '2'}","{'h': '2.62876', 'a': '0.952379'}",2015-01-06 14:00:00,"{'w': 0.7315459625055631, 'd': 0.15542440220330014, 'l': 0.11302950494001074}",d,2014,Genoa
4969,True,a,"{'id': '106', 'title': 'Inter', 'short_title': 'INT'}","{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'h': '3', 'a': '1'}","{'h': '2.42963', 'a': '1.6443'}",2015-01-11 11:30:00,"{'w': 0.5513851011281984, 'd': 0.1918389572174908, 'l': 0.2567758932657833}",l,2014,Genoa
4981,True,h,"{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'id': '104', 'title': 'Sassuolo', 'short_title': 'SAS'}","{'h': '3', 'a': '3'}","{'h': '3.14029', 'a': '2.78657'}",2015-01-18 14:00:00,"{'w': 0.4734646747272437, 'd': 0.1661293592981967, 'l': 0.36040452730395545}",d,2014,Genoa
4996,True,a,"{'id': '105', 'title': 'Napoli', 'short_title': 'NAP'}","{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'h': '2', 'a': '1'}","{'h': '2.93897', 'a': '0.574542'}",2015-01-26 20:00:00,"{'w': 0.8480091742930087, 'd': 0.10576854936362803, 'l': 0.04622175518962015}",l,2014,Genoa
4997,True,h,"{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'h': '1', 'a': '1'}","{'h': '2.29008', 'a': '0.766738'}",2015-01-31 17:00:00,"{'w': 0.7173163931499874, 'd': 0.17379189337814277, 'l': 0.10889169092475884}",d,2014,Genoa
4935,True,a,"{'id': '96', 'title': 'Lazio', 'short_title': 'LAZ'}","{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'h': '0', 'a': '1'}","{'h': '0.719656', 'a': '1.56121'}",2015-02-09 19:45:00,"{'w': 0.17123286309945826, 'd': 0.2535890959126092, 'l': 0.5751780408461242}",w,2014,Genoa
4941,True,h,"{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'h': '5', 'a': '2'}","{'h': '1.44395', 'a': '1.07214'}",2015-02-15 14:00:00,"{'w': 0.45613200199577825, 'd': 0.2634038020485131, 'l': 0.28046419590587535}",w,2014,Genoa
4955,True,a,"{'id': '102', 'title': 'Sampdoria', 'short_title': 'SAM'}","{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'h': '1', 'a': '1'}","{'h': '1.52247', 'a': '2.43586'}",2015-02-24 17:30:00,"{'w': 0.23268660478411496, 'd': 0.18992059928725058, 'l': 0.5773927461293531}",d,2014,Genoa
4893,True,a,"{'id': '108', 'title': 'Empoli', 'short_title': 'EMP'}","{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'h': '1', 'a': '1'}","{'h': '1.17737', 'a': '0.915374'}",2015-03-08 14:00:00,"{'w': 0.4187717508639398, 'd': 0.29669312503735207, 'l': 0.2845351240956781}",d,2014,Genoa
4901,True,h,"{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'id': '109', 'title': 'Chievo', 'short_title': 'CHI'}","{'h': '0', 'a': '2'}","{'h': '1.10083', 'a': '1.28332'}",2015-03-15 14:00:00,"{'w': 0.3175501933029825, 'd': 0.27625297021602063, 'l': 0.406196836470131}",l,2014,Genoa
4912,True,a,"{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'h': '1', 'a': '0'}","{'h': '1.63976', 'a': '0.256135'}",2015-03-22 14:00:00,"{'w': 0.7265164790674635, 'd': 0.22020150617620693, 'l': 0.053282014481096866}",l,2014,Genoa
4834,True,h,"{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'h': '1', 'a': '1'}","{'h': '1.26793', 'a': '1.64498'}",2015-04-04 14:00:00,"{'w': 0.29529925225193254, 'd': 0.24231417054274776, 'l': 0.4623865769098258}",d,2014,Genoa
4840,True,h,"{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'h': '2', 'a': '0'}","{'h': '2.5631', 'a': '1.61385'}",2015-04-11 17:00:00,"{'w': 0.5825882283560979, 'd': 0.18388095066636054, 'l': 0.2335307259626096}",w,2014,Genoa
4850,True,h,"{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'id': '204', 'title': 'Parma', 'short_title': 'PAR'}","{'h': '2', 'a': '0'}","{'h': '2.78368', 'a': '0.595376'}",2015-04-15 17:30:00,"{'w': 0.8265905952343671, 'd': 0.11875000724445435, 'l': 0.054659130967549895}",w,2014,Genoa
4856,True,a,"{'id': '100', 'title': 'Palermo', 'short_title': 'PAL'}","{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'h': '2', 'a': '1'}","{'h': '1.86031', 'a': '0.907374'}",2015-04-19 14:00:00,"{'w': 0.5978650579431993, 'd': 0.22290467359974953, 'l': 0.17923026696895436}",l,2014,Genoa
4866,True,h,"{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'id': '203', 'title': 'Cesena', 'short_title': 'CES'}","{'h': '3', 'a': '1'}","{'h': '3.40707', 'a': '1.24615'}",2015-04-26 14:00:00,"{'w': 0.7814617054299292, 'd': 0.11961696871343683, 'l': 0.09891822282084912}",w,2014,Genoa
4878,True,a,"{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'h': '1', 'a': '3'}","{'h': '0.96641', 'a': '3.01431'}",2015-04-29 19:45:00,"{'w': 0.08862010904665248, 'd': 0.12812935912158008, 'l': 0.7832498213159972}",w,2014,Genoa
4781,True,a,"{'id': '95', 'title': 'Roma', 'short_title': 'ROM'}","{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'h': '2', 'a': '0'}","{'h': '0.872024', 'a': '0.442319'}",2015-05-03 11:30:00,"{'w': 0.4394330001720327, 'd': 0.3827036056356671, 'l': 0.17786339419225722}",l,2014,Genoa
4798,True,h,"{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'h': '5', 'a': '1'}","{'h': '1.55138', 'a': '0.535982'}",2015-05-11 19:45:00,"{'w': 0.623378771852639, 'd': 0.2506559102382836, 'l': 0.1259653177789031}",w,2014,Genoa
4803,True,a,"{'id': '107', 'title': 'Atalanta', 'short_title': 'ATA'}","{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'h': '1', 'a': '4'}","{'h': '2.54956', 'a': '1.23801'}",2015-05-17 14:00:00,"{'w': 0.6577552362254279, 'd': 0.17478733600131724, 'l': 0.16745733910792424}",w,2014,Genoa
4810,True,h,"{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'id': '106', 'title': 'Inter', 'short_title': 'INT'}","{'h': '3', 'a': '2'}","{'h': '2.08755', 'a': '2.04042'}",2015-05-23 19:45:00,"{'w': 0.4072412478250513, 'd': 0.20343301211136217, 'l': 0.3893257282442421}",w,2014,Genoa
4825,True,a,"{'id': '104', 'title': 'Sassuolo', 'short_title': 'SAS'}","{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'h': '3', 'a': '1'}","{'h': '2.65496', 'a': '2.20223'}",2015-05-31 19:45:00,"{'w': 0.48783236414282205, 'd': 0.1829278530355181, 'l': 0.32923962158753456}",l,2014,Genoa
554,True,a,"{'id': '100', 'title': 'Palermo', 'short_title': 'PAL'}","{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'h': '1', 'a': '0'}","{'h': '1.63924', 'a': '0.77741'}",2015-08-23 22:45:00,"{'w': 0.5793351479079253, 'd': 0.24470097049867012, 'l': 0.17596388131933685}",l,2015,Genoa
569,True,h,"{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'h': '2', 'a': '0'}","{'h': '2.03288', 'a': '0.520796'}",2015-08-30 22:45:00,"{'w': 0.7317024285825281, 'd': 0.18469937919101273, 'l': 0.08359818743135544}",w,2015,Genoa
571,True,a,"{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'h': '1', 'a': '0'}","{'h': '0.677696', 'a': '0.612554'}",2015-09-12 20:00:00,"{'w': 0.3192365894016239, 'd': 0.40186292978748844, 'l': 0.27890048081088603}",l,2015,Genoa
584,True,h,"{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'h': '0', 'a': '2'}","{'h': '0.382614', 'a': '2.17908'}",2015-09-20 17:00:00,"{'w': 0.052034824156079434, 'd': 0.15623827655081768, 'l': 0.7917268874297734}",l,2015,Genoa
592,True,a,"{'id': '96', 'title': 'Lazio', 'short_title': 'LAZ'}","{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'h': '2', 'a': '0'}","{'h': '0.812854', 'a': '0.345925'}",2015-09-23 22:45:00,"{'w': 0.4437640599868842, 'd': 0.40852632714730147, 'l': 0.1477096128657984}",l,2015,Genoa
603,True,h,"{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'h': '1', 'a': '0'}","{'h': '0.656301', 'a': '0.947572'}",2015-09-27 14:30:00,"{'w': 0.24359174839111358, 'd': 0.34703129287092743, 'l': 0.40937695873781754}",w,2015,Genoa
616,True,a,"{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'h': '1', 'a': '1'}","{'h': '1.36533', 'a': '1.41836'}",2015-10-04 17:00:00,"{'w': 0.3611657945523704, 'd': 0.25355755987305806, 'l': 0.3852766455133825}",d,2015,Genoa
625,True,h,"{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'id': '109', 'title': 'Chievo', 'short_title': 'CHI'}","{'h': '3', 'a': '2'}","{'h': '1.24967', 'a': '2.1399'}",2015-10-18 17:00:00,"{'w': 0.21717972990029188, 'd': 0.20544822101162916, 'l': 0.5773720397095716}",w,2015,Genoa
631,True,a,"{'id': '108', 'title': 'Empoli', 'short_title': 'EMP'}","{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'h': '2', 'a': '0'}","{'h': '1.60235', 'a': '0.550221'}",2015-10-24 17:00:00,"{'w': 0.631945646766541, 'd': 0.24353491695660037, 'l': 0.12451943607525898}",l,2015,Genoa
649,True,a,"{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'h': '3', 'a': '3'}","{'h': '1.45703', 'a': '1.57922'}",2015-10-28 23:45:00,"{'w': 0.35285733890635096, 'd': 0.2408620628067455, 'l': 0.4062805980658205}",d,2015,Genoa
654,True,h,"{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'id': '105', 'title': 'Napoli', 'short_title': 'NAP'}","{'h': '0', 'a': '0'}","{'h': '0.477536', 'a': '1.28075'}",2015-11-01 18:00:00,"{'w': 0.1382419441395796, 'd': 0.2949983500922637, 'l': 0.5667597057587099}",d,2015,Genoa
668,True,a,"{'id': '112', 'title': 'Frosinone', 'short_title': 'FRO'}","{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'h': '2', 'a': '2'}","{'h': '1.26946', 'a': '1.78652'}",2015-11-08 18:00:00,"{'w': 0.2723824626009384, 'd': 0.23200136312220274, 'l': 0.49561617339999825}",d,2015,Genoa
678,True,h,"{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'id': '104', 'title': 'Sassuolo', 'short_title': 'SAS'}","{'h': '2', 'a': '1'}","{'h': '0.93114', 'a': '1.06319'}",2015-11-22 18:00:00,"{'w': 0.31135803343614715, 'd': 0.30809770008174264, 'l': 0.3805442664812911}",w,2015,Genoa
685,True,h,"{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'id': '103', 'title': 'Carpi', 'short_title': 'CAP'}","{'h': '1', 'a': '2'}","{'h': '0.666263', 'a': '2.06166'}",2015-11-29 18:00:00,"{'w': 0.10882867760167528, 'd': 0.1910867925052406, 'l': 0.7000845241286381}",l,2015,Genoa
693,True,a,"{'id': '106', 'title': 'Inter', 'short_title': 'INT'}","{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'h': '1', 'a': '0'}","{'h': '1.02596', 'a': '0.0962433'}",2015-12-05 23:45:00,"{'w': 0.6069748753802197, 'd': 0.35851054544931626, 'l': 0.03451457917003379}",l,2015,Genoa
701,True,h,"{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'id': '97', 'title': 'Bologna', 'short_title': 'BOL'}","{'h': '0', 'a': '1'}","{'h': '2.2972', 'a': '0.889109'}",2015-12-12 18:00:00,"{'w': 0.690088902131498, 'd': 0.17996153165617704, 'l': 0.12994954274613077}",l,2015,Genoa
715,True,a,"{'id': '95', 'title': 'Roma', 'short_title': 'ROM'}","{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'h': '2', 'a': '0'}","{'h': '2.12232', 'a': '0.888835'}",2015-12-20 18:00:00,"{'w': 0.6572706138792502, 'd': 0.19626006164904525, 'l': 0.1464693160542449}",l,2015,Genoa
720,True,h,"{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'id': '102', 'title': 'Sampdoria', 'short_title': 'SAM'}","{'h': '2', 'a': '3'}","{'h': '2.02544', 'a': '1.17866'}",2016-01-05 23:45:00,"{'w': 0.5694247987584133, 'd': 0.21321531694044668, 'l': 0.21735987972814533}",l,2015,Genoa
734,True,a,"{'id': '107', 'title': 'Atalanta', 'short_title': 'ATA'}","{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'h': '0', 'a': '2'}","{'h': '0.664628', 'a': '1.29873'}",2016-01-10 18:00:00,"{'w': 0.1907846336129429, 'd': 0.2903609765353173, 'l': 0.5188543898402885}",w,2015,Genoa
743,True,h,"{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'id': '100', 'title': 'Palermo', 'short_title': 'PAL'}","{'h': '4', 'a': '0'}","{'h': '2.93614', 'a': '0.41324'}",2016-01-17 15:30:00,"{'w': 0.8771950688562686, 'd': 0.0925025820024535, 'l': 0.030301834116964563}",w,2015,Genoa
757,True,a,"{'id': '94', 'title': 'Verona', 'short_title': 'VER'}","{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'h': '1', 'a': '1'}","{'h': '1.74303', 'a': '0.67278'}",2016-01-24 18:00:00,"{'w': 0.6315982456540382, 'd': 0.22901530783422658, 'l': 0.1393864458868397}",d,2015,Genoa
768,True,h,"{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'id': '110', 'title': 'Fiorentina', 'short_title': 'FIO'}","{'h': '0', 'a': '0'}","{'h': '0.937274', 'a': '0.584227'}",2016-01-31 18:00:00,"{'w': 0.4245829036785459, 'd': 0.35536780603451595, 'l': 0.22004929028681763}",d,2015,Genoa
775,True,a,"{'id': '98', 'title': 'Juventus', 'short_title': 'JUV'}","{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'h': '1', 'a': '0'}","{'h': '0.716861', 'a': '0.184361'}",2016-02-03 23:45:00,"{'w': 0.4508698210042092, 'd': 0.46153968465295525, 'l': 0.08759049434283267}",l,2015,Genoa
782,True,h,"{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'id': '96', 'title': 'Lazio', 'short_title': 'LAZ'}","{'h': '0', 'a': '0'}","{'h': '0.335093', 'a': '0.521845'}",2016-02-06 23:45:00,"{'w': 0.18331517308430068, 'd': 0.5019921909312642, 'l': 0.31469263598443514}",d,2015,Genoa
796,True,a,"{'id': '111', 'title': 'AC Milan', 'short_title': 'MIL'}","{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'h': '2', 'a': '1'}","{'h': '0.743611', 'a': '1.08215'}",2016-02-14 15:30:00,"{'w': 0.24890992324344888, 'd': 0.31925966460706523, 'l': 0.43183041214857276}",l,2015,Genoa
804,True,h,"{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'id': '99', 'title': 'Udinese', 'short_title': 'UDI'}","{'h': '2', 'a': '1'}","{'h': '3.02477', 'a': '1.73936'}",2016-02-21 18:00:00,"{'w': 0.6377063192296258, 'd': 0.16107037694808207, 'l': 0.20122256201264754}",w,2015,Genoa
815,True,a,"{'id': '109', 'title': 'Chievo', 'short_title': 'CHI'}","{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'h': '1', 'a': '0'}","{'h': '1.76947', 'a': '0.526085'}",2016-02-28 18:00:00,"{'w': 0.6772699230887713, 'd': 0.21866106862987894, 'l': 0.10406900751717549}",l,2015,Genoa
827,True,h,"{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'id': '108', 'title': 'Empoli', 'short_title': 'EMP'}","{'h': '1', 'a': '0'}","{'h': '1.05898', 'a': '1.03143'}",2016-03-06 18:00:00,"{'w': 0.35690885035505737, 'd': 0.30035045787290604, 'l': 0.34274069177090255}",w,2015,Genoa
838,True,h,"{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'id': '113', 'title': 'Torino', 'short_title': 'TOR'}","{'h': '3', 'a': '2'}","{'h': '2.52155', 'a': '1.26638'}",2016-03-13 18:00:00,"{'w': 0.6468073849022553, 'd': 0.1778031623681089, 'l': 0.1753893756234916}",w,2015,Genoa
849,True,a,"{'id': '105', 'title': 'Napoli', 'short_title': 'NAP'}","{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'h': '3', 'a': '1'}","{'h': '2.45798', 'a': '0.46905'}",2016-03-20 21:00:00,"{'w': 0.8119068955634015, 'd': 0.13554995374485407, 'l': 0.05254309493228514}",l,2015,Genoa
857,True,h,"{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'id': '112', 'title': 'Frosinone', 'short_title': 'FRO'}","{'h': '4', 'a': '0'}","{'h': '2.08231', 'a': '0.368689'}",2016-04-03 17:00:00,"{'w': 0.7796573207285129, 'd': 0.16623088930228527, 'l': 0.05411178340251925}",w,2015,Genoa
862,True,a,"{'id': '104', 'title': 'Sassuolo', 'short_title': 'SAS'}","{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'h': '0', 'a': '1'}","{'h': '0.735631', 'a': '0.70429'}",2016-04-09 20:00:00,"{'w': 0.3210530136001952, 'd': 0.3765540643762886, 'l': 0.30239292202351026}",w,2015,Genoa
872,True,a,"{'id': '103', 'title': 'Carpi', 'short_title': 'CAP'}","{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'h': '4', 'a': '1'}","{'h': '3.16479', 'a': '1.37647'}",2016-04-16 20:00:00,"{'w': 0.7267220480043657, 'd': 0.1401289971971405, 'l': 0.133147671036093}",l,2015,Genoa
888,True,h,"{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'id': '106', 'title': 'Inter', 'short_title': 'INT'}","{'h': '1', 'a': '0'}","{'h': '0.9988', 'a': '1.15015'}",2016-04-20 22:45:00,"{'w': 0.31441345569217416, 'd': 0.29431090755788947, 'l': 0.39127563674751553}",w,2015,Genoa
895,True,a,"{'id': '97', 'title': 'Bologna', 'short_title': 'BOL'}","{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'h': '2', 'a': '0'}","{'h': '0.953231', 'a': '0.491713'}",2016-04-24 17:00:00,"{'w': 0.45562688091627607, 'd': 0.3599067087723649, 'l': 0.18446641031120597}",l,2015,Genoa
909,True,h,"{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'id': '95', 'title': 'Roma', 'short_title': 'ROM'}","{'h': '2', 'a': '3'}","{'h': '1.05403', 'a': '2.32478'}",2016-05-02 21:00:00,"{'w': 0.1574285371018847, 'd': 0.18507570900319648, 'l': 0.6574957265374816}",l,2015,Genoa
914,True,a,"{'id': '102', 'title': 'Sampdoria', 'short_title': 'SAM'}","{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'h': '0', 'a': '3'}","{'h': '0.694054', 'a': '2.20008'}",2016-05-08 17:00:00,"{'w': 0.10306908535016282, 'd': 0.17815217569496447, 'l': 0.718778725520641}",w,2015,Genoa
926,True,h,"{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'id': '107', 'title': 'Atalanta', 'short_title': 'ATA'}","{'h': '1', 'a': '2'}","{'h': '2.55677', 'a': '1.35357'}",2016-05-15 20:00:00,"{'w': 0.6347424434269129, 'd': 0.17816837948041955, 'l': 0.18708908519326017}",l,2015,Genoa
940,True,h,"{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'id': '116', 'title': 'Cagliari', 'short_title': 'CAG'}","{'h': '3', 'a': '1'}","{'h': '1.52666', 'a': '0.912546'}",2016-08-21 22:45:00,"{'w': 0.516363265839601, 'd': 0.25823504128122116, 'l': 0.22540169277440802}",w,2016,Genoa
949,True,a,"{'id': '115', 'title': 'Crotone', 'short_title': 'CRO'}","{'id': '101', 'title': 'Genoa', 'short_title': 'GEN'}","{'h': '1', 'a': '3'}","{'h': '1.02444', 'a': '2.39624'}",2016-08-28 22:45:00,"{'w': 0.14500637319099546, 'd': 0.17789711090212243, 'l': 0.677096475590051}",w,2016,Genoa
